date,time,time_begin,time_end,logged_food,amount,unit,searched_food,calorie,total_carb,dietary_fiber,sugar,protein,total_fat
2020-02-21,10:09:00,2020-02-21 10:09:00,,Mello Yello,12.0,fluid ounce,Mello Yello,180.0,48.0,0.0,48.0,0.0,0.0
2020-02-21,10:11:00,2020-02-21 10:11:00,,(Jimmy Dean) Chicken Biscuit,1.0,,"(Jimmy Dean) Sandwiches, Biscuit Southern Style Chicken",280.0,32.0,2.0,3.0,13.0,12.0
2020-02-21,12:09:00,2020-02-21 12:09:00,,Beef Jerky,2.0,,Large Beef Jerky,164.0,4.4,0.7,3.6,13.0,10.0
2020-02-21,12:12:00,2020-02-21 12:12:00,,(Gatorade) Fierce Grape,12.0,fluid ounce,Gatorade Fierce Grape,84.0,21.6,,20.4,0.0,
2020-02-21,14:02:00,2020-02-21 14:02:00,,Banquet Chicken Pot Pie,198.0,gram,Banquet Chicken Pot Pie,700.0,66.0,,4.0,24.0,
2020-02-21,18:00:00,2020-02-21 18:00:00,,(Red Baron) Brick Oven Pepperoni Pizza,1.0,,"Red Baron, Brick Oven Crust Pizza, Pepperoni",1360.0,144.0,,28.0,52.0,
2020-02-21,20:19:00,2020-02-21 20:19:00,,M & M ,0.5,cup,M&M's Milk Chocolate Candies (formerly M&M's Plain Chocolate Candies),400.0,62.0,,56.0,4.0,
2020-02-22,05:39:00,2020-02-22 05:39:00,,Natrel Lactose Free 2 Percent,8.0,fluid ounce,(Natrel) Lactose Free 2% Partly Skimmed Milk,120.0,9.0,,8.0,12.0,
2020-02-22,05:39:00,2020-02-22 05:39:00,,Corn Flakes,0.75,cup,"(Kellogg's) Frosted Flakes, Cereal",110.0,26.0,,10.0,1.0,
2020-02-22,06:30:00,2020-02-22 06:30:00,,Mello Yello,12.0,fluid ounce,Mello Yello,180.0,48.0,0.0,48.0,0.0,0.0
